bioguideId,district,partyName,state,chamber,startYear,endYear,name
P000599,8.0,Republican,Florida,House of Representatives,2009,0,"Posey, Bill"
H001047,4.0,Democratic,Connecticut,House of Representatives,2009,0,"Himes, James A."
L000557,1.0,Democratic,Connecticut,House of Representatives,1999,0,"Larson, John B."
D000197,1.0,Democratic,Colorado,House of Representatives,1997,0,"DeGette, Diana"
W000187,43.0,Democratic,California,House of Representatives,1991,0,"Waters, Maxine"
B000490,2.0,Democratic,Georgia,House of Representatives,1993,0,"Bishop, Sanford D."
N000147,,Democratic,District of Columbia,House of Representatives,1991,0,"Norton, Eleanor Holmes"
W000797,25.0,Democratic,Florida,House of Representatives,2005,0,"Wasserman Schultz, Debbie"
D000600,26.0,Republican,Florida,House of Representatives,2003,0,"Diaz-Balart, Mario"
I000056,48.0,Republican,California,House of Representatives,2021,0,"Issa, Darrell"
C000059,41.0,Republican,California,House of Representatives,1993,0,"Calvert, Ken"
D000216,3.0,Democratic,Connecticut,House of Representatives,1991,0,"DeLauro, Rosa L."
M001225,15.0,Democratic,California,House of Representatives,2023,0,"Mullin, Kevin"
K000401,3.0,Republican,California,House of Representatives,2023,0,"Kiley, Kevin"
K000400,37.0,Democratic,California,House of Representatives,2023,0,"Kamlager-Dove, Sydney"
D000633,13.0,Republican,California,House of Representatives,2023,0,"Duarte, John S."
C001133,6.0,Republican,Arizona,House of Representatives,2023,0,"Ciscomani, Juan"
O000019,23.0,Republican,California,House of Representatives,2021,0,"Obernolte, Jay"
G000061,27.0,Republican,California,House of Representatives,2020,0,"Garcia, Mike"
H001090,9.0,Democratic,California,House of Representatives,2019,0,"Harder, Josh"
S001211,4.0,Democratic,Arizona,House of Representatives,2019,0,"Stanton, Greg"
L000589,8.0,Republican,Arizona,House of Representatives,2018,0,"Lesko, Debbie"
G000585,34.0,Democratic,California,House of Representatives,2017,0,"Gomez, Jimmy"
C001112,24.0,Democratic,California,House of Representatives,2017,0,"Carbajal, Salud O."
B001302,5.0,Republican,Arizona,House of Representatives,2017,0,"Biggs, Andy"
P000613,19.0,Democratic,California,House of Representatives,2017,0,"Panetta, Jimmy"
K000389,17.0,Democratic,California,House of Representatives,2017,0,"Khanna, Ro"
T000474,35.0,Democratic,California,House of Representatives,2015,0,"Torres, Norma J."
L000582,36.0,Democratic,California,House of Representatives,2015,0,"Lieu, Ted"
A000371,33.0,Democratic,California,House of Representatives,2015,0,"Aguilar, Pete"
D000623,10.0,Democratic,California,House of Representatives,2015,0,"DeSaulnier, Mark"
G000574,3.0,Democratic,Arizona,House of Representatives,2015,0,"Gallego, Ruben"
W000821,4.0,Republican,Arkansas,House of Representatives,2015,0,"Westerman, Bruce"
R000600,,Republican,American Samoa,House of Representatives,2015,0,"Radewagen, Aumua Amata Coleman"
R000599,25.0,Democratic,California,House of Representatives,2013,0,"Ruiz, Raul"
C001097,29.0,Democratic,California,House of Representatives,2013,0,"Cárdenas, Tony"
B001285,26.0,Democratic,California,House of Representatives,2013,0,"Brownley, Julia"
V000129,22.0,Republican,California,House of Representatives,2021,0,"Valadao, David G."
S001193,14.0,Democratic,California,House of Representatives,2013,0,"Swalwell, Eric"
B001287,6.0,Democratic,California,House of Representatives,2013,0,"Bera, Ami"
H001068,2.0,Democratic,California,House of Representatives,2013,0,"Huffman, Jared"
L000578,1.0,Republican,California,House of Representatives,2013,0,"LaMalfa, Doug"
G000559,8.0,Democratic,California,House of Representatives,2009,0,"Garamendi, John"
C001080,28.0,Democratic,California,House of Representatives,2009,0,"Chu, Judy"
S001183,1.0,Republican,Arizona,House of Representatives,2011,0,"Schweikert, David"
G000565,9.0,Republican,Arizona,House of Representatives,2011,0,"Gosar, Paul A."
M001177,5.0,Republican,California,House of Representatives,2009,0,"McClintock, Tom"
M001163,7.0,Democratic,California,House of Representatives,2005,0,"Matsui, Doris O."
P000197,11.0,Democratic,California,House of Representatives,1987,0,"Pelosi, Nancy"
N000179,31.0,Democratic,California,House of Representatives,1999,0,"Napolitano, Grace F."
T000460,4.0,Democratic,California,House of Representatives,1999,0,"Thompson, Mike"
S000344,32.0,Democratic,California,House of Representatives,1997,0,"Sherman, Brad"
L000551,12.0,Democratic,California,House of Representatives,1997,0,"Lee, Barbara"
C001059,21.0,Democratic,California,House of Representatives,2005,0,"Costa, Jim"
G000551,7.0,Democratic,Arizona,House of Representatives,2003,0,"Grijalva, Raúl M."
S001156,38.0,Democratic,California,House of Representatives,2003,0,"Sánchez, Linda T."
S001150,30.0,Democratic,California,House of Representatives,2001,0,"Schiff, Adam B."
E000215,16.0,Democratic,California,House of Representatives,1993,0,"Eshoo, Anna G."
L000397,18.0,Democratic,California,House of Representatives,1995,0,"Lofgren, Zoe"
S001220,5.0,Republican,Alabama,House of Representatives,2023,0,"Strong, Dale W."
P000619,,Democratic,Alaska,House of Representatives,2022,0,"Peltola, Mary Sattler"
C001054,1.0,Republican,Alabama,House of Representatives,2021,0,"Carl, Jerry L."
M001212,2.0,Republican,Alabama,House of Representatives,2021,0,"Moore, Barry"
H001072,2.0,Republican,Arkansas,House of Representatives,2015,0,"Hill, J. French"
P000609,6.0,Republican,Alabama,House of Representatives,2015,0,"Palmer, Gary J."
W000809,3.0,Republican,Arkansas,House of Representatives,2011,0,"Womack, Steve"
C001087,1.0,Republican,Arkansas,House of Representatives,2011,0,"Crawford, Eric A. ""Rick"""
S001185,7.0,Democratic,Alabama,House of Representatives,2011,0,"Sewell, Terri A."
A000055,4.0,Republican,Alabama,House of Representatives,1997,0,"Aderholt, Robert B."
R000575,3.0,Republican,Alabama,House of Representatives,2003,0,"Rogers, Mike D."
S001191,,Independent,Arizona,Senate,2019,0,"Sinema, Kyrsten"
M001183,,Independent,West Virginia,Senate,2010,0,"Manchin, Joe, III"
M001165,20.0,Republican,California,House of Representatives,2007,2023,"McCarthy, Kevin"
C000116,3.0,Republican,Utah,House of Representatives,1997,2009,"Cannon, Chris"
H001038,26.0,Democratic,New York,House of Representatives,2005,2024,"Higgins, Brian"
W000800,,Democratic,Vermont,Senate,2023,0,"Welch, Peter"
V000137,,Republican,Ohio,Senate,2023,0,"Vance, J. D."
S001227,,Republican,Missouri,Senate,2023,0,"Schmitt, Eric"
R000618,,Republican,Nebraska,Senate,2023,0,"Ricketts, Pete"
M001190,,Republican,Oklahoma,Senate,2023,0,"Mullin, Markwayne"
K000377,,Democratic,Arizona,Senate,2020,0,"Kelly, Mark"
H001079,,Republican,Mississippi,Senate,2018,0,"Hyde-Smith, Cindy"
F000479,,Democratic,Pennsylvania,Senate,2023,0,"Fetterman, John"
B001320,,Democratic,California,Senate,2023,0,"Butler, Laphonza R."
B001319,,Republican,Alabama,Senate,2023,0,"Britt, Katie Boyd"
B001305,,Republican,North Carolina,Senate,2023,0,"Budd, Ted"
H001061,,Republican,North Dakota,Senate,2011,0,"Hoeven, John"
G000352,,Democratic,Florida,Senate,1987,2005,"Graham, Bob"
D000210,10.0,Democratic,Massachusetts,House of Representatives,1997,2011,"Delahunt, Bill"
L000304,,Independent Democrat,Connecticut,Senate,1989,2013,"Lieberman, Joseph I."
E000268,2.0,Republican,Alabama,House of Representatives,1993,2009,"Everett, Terry"
Y000064,,Republican,Indiana,Senate,2017,0,"Young, Todd"
W000779,,Democratic,Oregon,Senate,1996,0,"Wyden, Ron"
W000790,,Democratic,Georgia,Senate,2021,0,"Warnock, Raphael G."
W000817,,Democratic,Massachusetts,Senate,2013,0,"Warren, Elizabeth"
W000802,,Democratic,Rhode Island,Senate,2007,0,"Whitehouse, Sheldon"
W000805,,Democratic,Virginia,Senate,2009,0,"Warner, Mark R."
W000437,,Republican,Mississippi,Senate,2007,0,"Wicker, Roger F."
V000128,,Democratic,Maryland,Senate,2017,0,"Van Hollen, Chris"
T000278,,Republican,Alabama,Senate,2021,0,"Tuberville, Tommy"
S001203,,Democratic,Minnesota,Senate,2018,0,"Smith, Tina"
T000476,,Republican,North Carolina,Senate,2015,0,"Tillis, Thomas"
S001198,,Republican,Alaska,Senate,2015,0,"Sullivan, Dan"
T000464,,Democratic,Montana,Senate,2007,0,"Tester, Jon"
T000250,,Republican,South Dakota,Senate,2005,0,"Thune, John"
S000770,,Democratic,Michigan,Senate,2001,0,"Stabenow, Debbie"
S001217,,Republican,Florida,Senate,2019,0,"Scott, Rick"
S001194,,Democratic,Hawaii,Senate,2012,0,"Schatz, Brian"
S001184,,Republican,South Carolina,Senate,2013,0,"Scott, Tim"
S001181,,Democratic,New Hampshire,Senate,2009,0,"Shaheen, Jeanne"
S000148,,Democratic,New York,Senate,1999,0,"Schumer, Charles E."
S000033,,Independent,Vermont,Senate,2007,0,"Sanders, Bernard"
R000615,,Republican,Utah,Senate,2019,0,"Romney, Mitt"
R000608,,Democratic,Nevada,Senate,2019,0,"Rosen, Jacky"
R000605,,Republican,South Dakota,Senate,2015,0,"Rounds, Mike"
R000595,,Republican,Florida,Senate,2011,0,"Rubio, Marco"
R000584,,Republican,Idaho,Senate,2009,0,"Risch, James E."
P000145,,Democratic,California,Senate,2021,0,"Padilla, Alex"
O000174,,Democratic,Georgia,Senate,2021,0,"Ossoff, Jon"
P000603,,Republican,Kentucky,Senate,2011,0,"Paul, Rand"
M001169,,Democratic,Connecticut,Senate,2013,0,"Murphy, Christopher"
P000595,,Democratic,Michigan,Senate,2015,0,"Peters, Gary C."
M001111,,Democratic,Washington,Senate,1993,0,"Murray, Patty"
M001153,,Republican,Alaska,Senate,2003,0,"Murkowski, Lisa"
M001198,,Republican,Kansas,Senate,2021,0,"Marshall, Roger"
M001176,,Democratic,Oregon,Senate,2009,0,"Merkley, Jeff"
M000934,,Republican,Kansas,Senate,2011,0,"Moran, Jerry"
M000639,,Democratic,New Jersey,Senate,2006,0,"Menendez, Robert"
M000133,,Democratic,Massachusetts,Senate,2013,0,"Markey, Edward J."
M000355,,Republican,Kentucky,Senate,1985,0,"McConnell, Mitch"
K000393,,Republican,Louisiana,Senate,2017,0,"Kennedy, John"
K000383,,Independent,Maine,Senate,2013,0,"King, Angus S., Jr."
K000367,,Democratic,Minnesota,Senate,2007,0,"Klobuchar, Amy"
L000577,,Republican,Utah,Senate,2011,0,"Lee, Mike"
L000575,,Republican,Oklahoma,Senate,2015,0,"Lankford, James"
L000571,,Republican,Wyoming,Senate,2021,0,"Lummis, Cynthia M."
L000570,,Democratic,New Mexico,Senate,2021,0,"Lujan, Ben Ray"
H000273,,Democratic,Colorado,Senate,2021,0,"Hickenlooper, John W."
K000384,,Democratic,Virginia,Senate,2013,0,"Kaine, Tim"
J000293,,Republican,Wisconsin,Senate,2011,0,"Johnson, Ron"
H001042,,Democratic,Hawaii,Senate,2013,0,"Hirono, Mazie K."
H001046,,Democratic,New Mexico,Senate,2013,0,"Heinrich, Martin"
H000601,,Republican,Tennessee,Senate,2021,0,"Hagerty, Bill"
H001089,,Republican,Missouri,Senate,2019,0,"Hawley, Josh"
H001076,,Democratic,New Hampshire,Senate,2017,0,"Hassan, Margaret Wood"
F000463,,Republican,Nebraska,Senate,2013,0,"Fischer, Deb"
G000555,,Democratic,New York,Senate,2009,0,"Gillibrand, Kirsten E."
G000386,,Republican,Iowa,Senate,1981,0,"Grassley, Chuck"
G000359,,Republican,South Carolina,Senate,2003,0,"Graham, Lindsey"
E000295,,Republican,Iowa,Senate,2015,0,"Ernst, Joni"
C001098,,Republican,Texas,Senate,2013,0,"Cruz, Ted"
C001096,,Republican,North Dakota,Senate,2019,0,"Cramer, Kevin"
D000618,,Republican,Montana,Senate,2015,0,"Daines, Steve"
D000622,,Democratic,Illinois,Senate,2017,0,"Duckworth, Tammy"
D000563,,Democratic,Illinois,Senate,1997,0,"Durbin, Richard J."
C000880,,Republican,Idaho,Senate,1999,0,"Crapo, Mike"
C001113,,Democratic,Nevada,Senate,2017,0,"Cortez Masto, Catherine"
C001095,,Republican,Arkansas,Senate,2015,0,"Cotton, Tom"
C001070,,Democratic,Pennsylvania,Senate,2007,0,"Casey, Robert P., Jr."
C001088,,Democratic,Delaware,Senate,2010,0,"Coons, Christopher A."
C001075,,Republican,Louisiana,Senate,2015,0,"Cassidy, Bill"
C001035,,Republican,Maine,Senate,1997,0,"Collins, Susan M."
C001056,,Republican,Texas,Senate,2002,0,"Cornyn, John"
C000174,,Democratic,Delaware,Senate,2001,0,"Carper, Thomas R."
C001047,,Republican,West Virginia,Senate,2015,0,"Capito, Shelley Moore"
C000141,,Democratic,Maryland,Senate,2007,0,"Cardin, Benjamin L."
C000127,,Democratic,Washington,Senate,2001,0,"Cantwell, Maria"
B000944,,Democratic,Ohio,Senate,2007,0,"Brown, Sherrod"
B001310,,Republican,Indiana,Senate,2019,0,"Braun, Mike"
B001288,,Democratic,New Jersey,Senate,2013,0,"Booker, Cory A."
B001277,,Democratic,Connecticut,Senate,2011,0,"Blumenthal, Richard"
B001261,,Republican,Wyoming,Senate,2007,0,"Barrasso, John"
B001267,,Democratic,Colorado,Senate,2009,0,"Bennet, Michael F."
B001243,,Republican,Tennessee,Senate,2019,0,"Blackburn, Marsha"
B001236,,Republican,Arkansas,Senate,2011,0,"Boozman, John"
B001230,,Democratic,Wisconsin,Senate,2013,0,"Baldwin, Tammy"
M001200,4.0,Democratic,Virginia,House of Representatives,2017,2022,"McEachin, A. Donald"
S001222,3.0,Republican,New York,House of Representatives,2023,2023,"Santos, George"
S001192,2.0,Republican,Utah,House of Representatives,2013,2023,"Stewart, Chris"
C001043,,Democratic,Missouri,Senate,2001,2002,"Carnahan, Jean"
J000126,30.0,Democratic,Texas,House of Representatives,1993,2023,"Johnson, Eddie Bernice"
K000305,,Democratic,Wisconsin,Senate,1989,2013,"Kohl, Herb"
B000556,7.0,Republican,Virginia,House of Representatives,1981,2001,"Bliley, Tom"
F000062,,Democratic,California,Senate,1992,2023,"Feinstein, Dianne"
S000094,14.0,Democratic,Ohio,House of Representatives,1987,2003,"Sawyer, Tom"
B000420,1.0,Democratic,Arkansas,House of Representatives,1997,2011,"Berry, Marion"
S000851,17.0,Democratic,Texas,House of Representatives,1979,2005,"Stenholm, Charles W."
S000394,9.0,Republican,Pennsylvania,House of Representatives,1973,2001,"Shuster, Bud"
O000085,1.0,Democratic,Massachusetts,House of Representatives,1991,2013,"Olver, John W."
N000192,3.0,Democratic,Illinois,House of Representatives,2021,2023,"Newman, Marie"
M001186,3.0,Republican,Michigan,House of Representatives,2021,2023,"Meijer, Peter"
K000396,2.0,Democratic,Hawaii,House of Representatives,2021,2023,"Kahele, Kaiali'i"
J000306,17.0,Democratic,New York,House of Representatives,2021,2023,"Jones, Mondaire"
H001084,2.0,Republican,New Mexico,House of Representatives,2021,2023,"Herrell, Yvette"
C001104,11.0,Republican,North Carolina,House of Representatives,2021,2023,"Cawthorn, Madison"
B001312,7.0,Democratic,Georgia,House of Representatives,2021,2023,"Bourdeaux, Carolyn"
J000020,27.0,Republican,New York,House of Representatives,2020,2023,"Jacobs, Chris"
K000395,12.0,Republican,Pennsylvania,House of Representatives,2019,2023,"Keller, Fred"
L000591,2.0,Democratic,Virginia,House of Representatives,2019,2023,"Luria, Elaine G."
T000479,3.0,Republican,Texas,House of Representatives,2019,2023,"Taylor, Van"
G000588,16.0,Republican,Ohio,House of Representatives,2019,2023,"Gonzalez, Anthony"
M001203,7.0,Democratic,New Jersey,House of Representatives,2019,2023,"Malinowski, Tom"
A000378,3.0,Democratic,Iowa,House of Representatives,2019,2023,"Axne, Cynthia"
S001204,,Democratic,Guam,House of Representatives,2019,2023,"San Nicolas, Michael F. Q."
L000588,17.0,Democratic,Pennsylvania,House of Representatives,2018,2023,"Lamb, Conor"
C001109,,Republican,Wyoming,House of Representatives,2017,2023,"Cheney, Liz"
B001304,4.0,Democratic,Maryland,House of Representatives,2017,2023,"Brown, Anthony G."
H001074,9.0,Republican,Indiana,House of Representatives,2017,2023,"Hollingsworth, Trey"
D000627,10.0,Democratic,Florida,House of Representatives,2017,2023,"Demings, Val Butler"
M001202,7.0,Democratic,Florida,House of Representatives,2017,2023,"Murphy, Stephanie N."
L000586,5.0,Democratic,Florida,House of Representatives,2017,2023,"Lawson, Al, Jr."
O000171,1.0,Democratic,Arizona,House of Representatives,2017,2023,"O'Halleran, Tom"
S001197,,Republican,Nebraska,Senate,2015,2023,"Sasse, Ben"
K000386,24.0,Republican,New York,House of Representatives,2015,2023,"Katko, John"
R000602,4.0,Democratic,New York,House of Representatives,2015,2023,"Rice, Kathleen M."
Z000017,1.0,Republican,New York,House of Representatives,2015,2023,"Zeldin, Lee M."
L000581,14.0,Democratic,Michigan,House of Representatives,2015,2023,"Lawrence, Brenda L."
H001071,10.0,Republican,Georgia,House of Representatives,2015,2023,"Hice, Jody B."
R000597,7.0,Republican,South Carolina,House of Representatives,2013,2023,"Rice, Tom"
M001185,18.0,Democratic,New York,House of Representatives,2013,2023,"Maloney, Sean Patrick"
W000813,2.0,Republican,Indiana,House of Representatives,2013,2022,"Walorski, Jackie"
B001286,17.0,Democratic,Illinois,House of Representatives,2013,2023,"Bustos, Cheri"
D000619,13.0,Republican,Illinois,House of Representatives,2013,2023,"Davis, Rodney"
L000579,47.0,Democratic,California,House of Representatives,2013,2023,"Lowenthal, Alan S."
S001175,14.0,Democratic,California,House of Representatives,2008,2023,"Speier, Jackie"
S001165,8.0,Democratic,New Jersey,House of Representatives,2005,2023,"Sires, Albio"
R000585,23.0,Republican,New York,House of Representatives,2010,2022,"Reed, Tom"
M001180,1.0,Republican,West Virginia,House of Representatives,2011,2023,"McKinley, David B."
H001056,3.0,Republican,Washington,House of Representatives,2011,2023,"Herrera Beutler, Jaime"
G000563,7.0,Republican,Ohio,House of Representatives,2011,2023,"Gibbs, Bob"
P000601,4.0,Republican,Mississippi,House of Representatives,2011,2023,"Palazzo, Steven M."
L000576,7.0,Republican,Missouri,House of Representatives,2011,2023,"Long, Billy"
H001053,4.0,Republican,Missouri,House of Representatives,2011,2023,"Hartzler, Vicky"
K000378,16.0,Republican,Illinois,House of Representatives,2011,2023,"Kinzinger, Adam"
B001270,37.0,Democratic,California,House of Representatives,2011,2022,"Bass, Karen"
B001274,5.0,Republican,Alabama,House of Representatives,2011,2023,"Brooks, Mo"
Y000062,3.0,Democratic,Kentucky,House of Representatives,2007,2023,"Yarmuth, John A."
P000593,7.0,Democratic,Colorado,House of Representatives,2007,2023,"Perlmutter, Ed"
M001166,9.0,Democratic,California,House of Representatives,2007,2023,"McNerney, Jerry"
S001180,5.0,Democratic,Oregon,House of Representatives,2009,2023,"Schrader, Kurt"
K000368,2.0,Democratic,Arizona,House of Representatives,2019,2023,"Kirkpatrick, Ann"
P000523,4.0,Democratic,North Carolina,House of Representatives,1997,2023,"Price, David E."
P000449,,Republican,Ohio,Senate,2011,2023,"Portman, Rob"
T000461,,Republican,Pennsylvania,Senate,2011,2023,"Toomey, Patrick"
K000188,3.0,Democratic,Wisconsin,House of Representatives,1997,2023,"Kind, Ron"
B000755,8.0,Republican,Texas,House of Representatives,1997,2023,"Brady, Kevin"
B000575,,Republican,Missouri,Senate,2011,2023,"Blunt, Roy"
Y000033,,Republican,Alaska,House of Representatives,1973,2022,"Young, Don"
U000031,6.0,Republican,Michigan,House of Representatives,1987,2023,"Upton, Fred"
S000320,,Republican,Alabama,Senate,1987,2023,"Shelby, Richard C."
R000515,1.0,Democratic,Illinois,House of Representatives,1993,2023,"Rush, Bobby L."
R000486,40.0,Democratic,California,House of Representatives,1993,2023,"Roybal-Allard, Lucille"
M000087,12.0,Democratic,New York,House of Representatives,1993,2023,"Maloney, Carolyn B."
L000174,,Democratic,Vermont,Senate,1975,2023,"Leahy, Patrick J."
G000552,1.0,Republican,Texas,House of Representatives,2005,2023,"Gohmert, Louie"
B001251,1.0,Democratic,North Carolina,House of Representatives,2004,2022,"Butterfield, G. K."
R000577,13.0,Democratic,Ohio,House of Representatives,2003,2023,"Ryan, Tim"
L000559,2.0,Democratic,Rhode Island,House of Representatives,2001,2023,"Langevin, James R."
C000754,5.0,Democratic,Tennessee,House of Representatives,2003,2023,"Cooper, Jim"
C000266,1.0,Republican,Ohio,House of Representatives,2011,2023,"Chabot, Steve"
B001135,,Republican,North Carolina,Senate,2005,2023,"Burr, Richard"
D000482,18.0,Democratic,Pennsylvania,House of Representatives,1995,2022,"Doyle, Michael F."
D000191,4.0,Democratic,Oregon,House of Representatives,1987,2023,"DeFazio, Peter A."
K000306,8.0,Republican,Arizona,House of Representatives,1985,2007,"Kolbe, Jim"
L000592,9.0,Democratic,Michigan,House of Representatives,2019,2023,"Levin, Andy"
S001219,23.0,Republican,New York,House of Representatives,2022,2023,"Sempolinski, Joseph"
F000473,34.0,Republican,Texas,House of Representatives,2022,2023,"Flores, Mayra"
C001128,22.0,Republican,California,House of Representatives,2022,2023,"Conway, Connie"
L000594,,Republican,Georgia,Senate,2020,2021,"Loeffler, Kelly"
W000827,6.0,Republican,Texas,House of Representatives,2019,2021,"Wright, Ron"
D000630,19.0,Democratic,New York,House of Representatives,2019,2022,"Delgado, Antonio"
H001080,1.0,Democratic,New Mexico,House of Representatives,2019,2021,"Haaland, Debra A."
H001088,1.0,Republican,Minnesota,House of Representatives,2019,2022,"Hagedorn, Jim"
C001111,13.0,Democratic,Florida,House of Representatives,2017,2022,"Crist, Charlie"
H001075,,Democratic,California,Senate,2017,2021,"Harris, Kamala D."
V000132,34.0,Democratic,Texas,House of Representatives,2013,2022,"Vela, Filemon"
D000610,22.0,Democratic,Florida,House of Representatives,2010,2022,"Deutch, Theodore E."
S001187,15.0,Republican,Ohio,House of Representatives,2011,2021,"Stivers, Steve"
R000588,2.0,Democratic,Louisiana,House of Representatives,2011,2021,"Richmond, Cedric L."
F000455,11.0,Democratic,Ohio,House of Representatives,2008,2021,"Fudge, Marcia L."
F000449,1.0,Republican,Nebraska,House of Representatives,2005,2022,"Fortenberry, Jeff"
N000181,22.0,Republican,California,House of Representatives,2003,2022,"Nunes, Devin"
H000324,20.0,Democratic,Florida,House of Representatives,1993,2021,"Hastings, Alcee L."
H001092,5.0,Democratic,Georgia,House of Representatives,2020,2021,"Hall, Kwanza"
R000611,5.0,Republican,Virginia,House of Representatives,2019,2021,"Riggleman, Denver"
M001209,4.0,Democratic,Utah,House of Representatives,2019,2021,"McAdams, Ben"
C001122,1.0,Democratic,South Carolina,House of Representatives,2019,2021,"Cunningham, Joe"
H001083,5.0,Democratic,Oklahoma,House of Representatives,2019,2021,"Horn, Kendra S."
B001308,22.0,Democratic,New York,House of Representatives,2019,2021,"Brindisi, Anthony"
R000613,11.0,Democratic,New York,House of Representatives,2019,2021,"Rose, Max"
T000484,2.0,Democratic,New Mexico,House of Representatives,2019,2021,"Torres Small, Xochitl"
W000824,2.0,Republican,Kansas,House of Representatives,2019,2021,"Watkins, Steve"
F000467,1.0,Democratic,Iowa,House of Representatives,2019,2021,"Finkenauer, Abby"
